ProjectName,Is ML producer,libraries,where,keywords,line_number
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/variational_autoencoder.py,.train.,410
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/variational_autoencoder.py,.train.,579
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/variational_autoencoder.py,.train.,714
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/variational_autoencoder.py,.train.,741
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/variational_autoencoder.py,.train.,898
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/variational_autoencoder.py,.train.,1401
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/variational_autoencoder.py,.train.,1465
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/variational_autoencoder.py,.train.,1657
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/variational_autoencoder.py,.train.,1895
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/variational_autoencoder.py,.train.,2742
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/utilities.py,training=True,38
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/utilities.py,training=True,81
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/utilities.py,.train.,741
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/utilities.py,.train.,934
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/gaussian_mixture_variational_autoencoder.py,.train.,439
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/gaussian_mixture_variational_autoencoder.py,.train.,622
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/gaussian_mixture_variational_autoencoder.py,.train.,758
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/gaussian_mixture_variational_autoencoder.py,.train.,785
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/gaussian_mixture_variational_autoencoder.py,.train.,981
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/gaussian_mixture_variational_autoencoder.py,.train.,1741
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/gaussian_mixture_variational_autoencoder.py,.train.,1802
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/gaussian_mixture_variational_autoencoder.py,.train.,2005
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/gaussian_mixture_variational_autoencoder.py,.train.,2312
scvae/scvae,Yes,tensorflow,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/models/gaussian_mixture_variational_autoencoder.py,.train.,3442
scvae/scvae,Yes,sklearn,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/analyses/prediction.py,.fit(,217
scvae/scvae,Yes,sklearn,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/analyses/decomposition/incremental_pca.py,.partial_fit(,62
scvae/scvae,Yes,sklearn,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/analyses/decomposition/incremental_pca.py,.partial_fit(,75
scvae/scvae,Yes,sklearn,/home/vincenzo/github/MLTaxonomy-AblationStudy/Categorizer/src/../../repos/repos2/scvae/scvae/scvae/analyses/decomposition/decomposition.py,.fit_transform(,91
